Para actualizar acceder a la siguiente página: https://www.asamblea.go.cr/Centro_de_informacion/Consultas_SIL/SitePages/ConsultaProyectos.aspx,,,
Proyecto de interés,Número de Expediente ,Título de Expediente,Fecha de inicio
FALSE,24636,RATIFICACIÓN DE LA DECLARATORIA DE LA VIRGEN DE LOS ÁNGELES COMO PATRONA DEL ESTADO DE COSTA RICA,17/10/2024
FALSE,24637,LEY DE CREACIÓN DEL PROGRAMA NACIONAL DE AGRICULTURA FAMILIAR (PRONAF),17/10/2024
FALSE,24638,"REFORMA DE LOS ARTÍCULOS 84, 85 Y 86 DEL REGLAMENTO DE LA ASAMBLEA LEGISLATIVA. CREACIÓN DE LA COMISIÓN PERMANENTE ESPECIAL DE SEGURIDAD ALIMENTARIA Y NUTRICIONAL.",17/10/2024
FALSE,24639,LEY PARA SANCIONAR LAS CONDUCTAS VIOLENTAS EN CARRETERAS,17/10/2024
FALSE,24640,LEY PARA LA BUENA GOBERNANZA Y LA MODERNIZACIÓN PARA LA PROPIEDAD EN CONDOMINIOS,17/10/2024
FALSE,24641,LEY DE VOLUNTARIADO,21/10/2024
TRUE,24642,LEY PARA EL MEJORAMIENTO DE LA GESTION DEL PATRONATO NACIONAL DE LA INFANCIA Y FORTALECIMIENTO DEL PROCESO ESPECIAL DE PROTECCIÓN DE LAS PERSONAS MENORES DE EDAD,21/10/2024
FALSE,24643,LEY PARA EL NO COBRO DE SERVICIOS SANITARIOS EN TERMINALES DE AUTOBUSES,21/10/2024
FALSE,24644,LEY CONTRA ESTAFAS DENTRO DE LOS CENTROS PENITENCIARIOS,21/10/2024
FALSE,24645,"LEY PARA LA INCORPORACIÓN DE PRINCIPIOS DE ECONOMÍA CIRCULAR EN LA GESTIÓN DE LOS SISTEMAS DE TRATAMIENTO DE AGUAS RESIDUALES DEL AYA Y SUS SISTEMAS DELEGADOS. REFORMA A LA LEY CONSTITUTIVA DEL INSTITUTO COSTARRICENSE ACUEDUCTOS Y ALCANTARILLADOS, LEY NO. 2726 DE 1961 Y SUS REFORMAS",21/10/2024
FALSE,24646,ELECCIÓN DEL DEFENSOR (A) ADJUNTO (A) DE LOS HABITANTES DE LA REPÚBLICA.,21/10/2024
FALSE,24647,REFORMA AL ARTÍCULO 76 DE LA CONSTITUCIÓN POLÍTICA REPÚBLICA DE COSTA RICA,22/10/2024
FALSE,24648,LEY PARA LA REGULACIÓN DE LA EDUCACIÓN A DISTANCIA Y EN CASA (HOMESCHOOLING) EN COSTA RICA,22/10/2024
FALSE,24649,REFORMA DE LOS ARTÍCULOS 121 INCISO 14) Y 174 DE LA CONSTITUCIÓN POLÍTICA,22/10/2024
TRUE,24650,"REFORMA PARCIAL AL ARTICULO 159 DEL CÓDIGO MUNICIPAL, LEY 7794 DEL 30 DE ABRIL DE 1998",23/10/2024
FALSE,24651,LEY DE TRASLADO DE RECURSOS NO RETIRADOS DEL FCL AL RÉGIMEN NO CONTRIBUTIVO,23/10/2024
TRUE,24652,LEY PARA EL ALIVIO Y CONDONACIÓN DE LAS DEUDAS ACUMULADAS RELACIONADAS AL PAGO DE INFRACCIONES ADMINISTRATIVAS DE TRÁSITO,23/10/2024
FALSE,24653,"LEY QUE HABILITA RECURSOS PARA LA MEJORA DE PARQUES MUNICIPALES, REFORMA DEL ARTICULO 7, DE LA LEY CONTROL DE LAS PARTIDAS ESPECÍFICAS CON CARGO AL PRESUPUESTO NACIONAL, N.º 7755 DE 1 DE MAYO 1998",23/10/2024
FALSE,24654,"REFORMA DEL ARTÍCULO 261 DE LA LEY 9747, CÓDIGO PROCESAL DE FAMILIA, DE 23 DE OCTUBRE DE 2019, PARA EQUIPARAR LA RESTRICCIÓN MIGRATORIA EN PENSIONES ALIMENTARIAS",24/10/2024
TRUE,24655,"REFORMA DEL TRANSITORIO IX DE LA LEY NO. 10.159, LEY MARCO DE EMPLEO PÚBLICO, DEL 08 DE MARZO DE 2022 Y SUS REFORMAS",24/10/2024
FALSE,24656,INVESTIGACION QUE PERMITA AHONDAR EN LOS PRESUNTOS ACTOS DE DESMANTELAMIENTO DE LAS INSTALACIONES DE MANZANA SUR DEL LICEO DE COSTA RICA,24/10/2024
TRUE,24657,"REFORMA DEL ARTÍCULO 106 TER DEL CÓDIGO DE NORMAS Y PROCEDIMIENTOS TRIBUTARIOS, LEY N.° 4755, DE 3 DE MAYO DE 1971, Y SUS REFORMAS",24/10/2024
TRUE,24658,"REFORMA DEL ARTÍCULO 18 DE LA LEY CONTRA LA DELINCUENCIA ORGANIZADA, LEY 8754 DEL 22 DE JULIO DE 2009, PARA DESJUDICIALIZAR EL LEVANTAMIENTO DEL SECRETO BANCARIO EN INVESTIGACIONES POR DELINCUENCIA ORGANIZADA",24/10/2024
FALSE,24659,DECLARATORIA DE INTERÉS TURÍSTICO Y CULTURAL DEL CANTÓN DE VÁSQUEZ DE CORONADO,24/10/2024
FALSE,24660,FORTALECIMIENTO DEL MECANISMO DE CONSULTA ESTRECHA CON ORGANIZACIONES DE PERSONAS CON DISCAPACIDAD,24/10/2024
FALSE,24661,LEY PARA EL FOMENTO DE LAS ACTIVIDADES ECONÓMICAS VINCULADAS A LA BIOECNONOMÍA EN EL SECTOR AGROPECUARIO,25/10/2024
FALSE,24662,"DESAFECTACIÓN DE UN BIEN PROPIEDAD DEL MINISTERIO DE GOBERNACIÓN Y POLICIA, PARA SER DONADO A LA ASOCIACIÓN DE DESARROLLO INTEGRAL MONSERRAT DEL CANTÓN CENTRAL DE ALAJUELA",25/10/2024
TRUE,24663,"ADICIÓN DE UN INCISO Z) AL ARTÍCULO 6 DEL TÍTULO IV, CAPÍTULO I DE LA LEY DE FORTALECIMIENTO DE LAS FINANZAS PÚBLICAS, LEY N°9635, DEL 3 DE DICIEMBRE DE 2018 Y SUS REFORMAS. LEY PARA EXCLUIR AL INSTITUTO COSTARRICENSE DE FERROCARRILES DE LA APLICACIÓN DE LA REGLA FISCAL.",25/10/2024
TRUE,24664,"REFORMA AL ARTÍCULO 12 PRIMER PÁRRAFO DE LA LEY ORGÁNICA DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA, LEY N° 7428 DEL 04 DE NOVIEMBRE DE 1994",25/10/2024
FALSE,24665,"LEY PARA LA GESTIÓN DE LA MIGRACIÓN POR MOTIVOS DE CAMBIOS CLIMÁTICOS Y AMBIENTALES, CON ENFOQUE DE DERECHOS HUMANOS",29/10/2024
FALSE,24666,"LEY PARA LA GESTIÓN DE LA MIGRACIÓN POR MOTIVOS DE CAMBIOS CLIMÁTICOS Y AMBIENTALES, CON ENFOQUE DE DERECHOS HUMANOS",04/11/2024
FALSE,24667,"REFORMAS A LOS ARTICULOS 6,16, 20, 27, 28, 29, 30, 31, 33 DE LA LEY EJECUCIÓN DE LAS SANCIONES PENALES JUVENILES, LEY N° 8460 Y SUS REFORMAS; A LA LEY 7576, LEY DE JUSTICIA PENAL JUVENIL, ARTICULOS 32 Y 109.",04/11/2024
FALSE,24668,"FOMENTO DE LA MINERÍA ARTESANAL SOSTENIBLE EN LOS DISTRITOS DE CUTRIS, POCOSOL Y PITAL",04/11/2024
FALSE,24669,"MODIFICACIÓN DEL ARTÍCULO 3 DE LA LEY REGULADORA DE GASTOS DE VIAJE Y TRANSPORTE DE FUNCIONARIOS DEL ESTADO, LEY N° 3462 DEL 26 DE NOVIEMBRE DE 1964 Y SUS REFORMAS. LEY PARA EVITAR GASTOS DESPROPORCIONADOS EN VIAJES DE FUNCIONARIOS PÚBLICOS AL EXTRANJERO",04/11/2024
FALSE,24670,LEY GENERAL DE ADQUISICIÓN DE TERRENOS Y EXPROPIACIONES,04/11/2024
FALSE,24671,LEY PARA DESAFECTAR LOS TERRENOS ADMINISTRADOS POR EL INSTITUTO DE DESARROLLO RURAL (INDER) EN LAS FRANJAS FRONTERIZAS CON LAS REPÚBLICAS DE NICARAGUA Y PANAMÁ PARA DOTAR DE TITULOS DE PROPIEDAD A SUS OCUPANTES,04/11/2024
TRUE,24672,"LEY PARA GARANTIZAR LA EQUIDAD SALARIAL Y FACILITAR EL TRASLADO AL SALARIO GLOBAL DE LOS CUERPOS POLICIALES DE LA LEY GENERAL DE POLICÍAS N° 7410 DEL 26 DE MAYO DE 1994 Y SUS REFORMAS, FUNCIONARIOS DEL ORGANISMO DE INVESTIGACIÓN JUDICIAL(OIJ) Y LOS POLICÍAS MUNICIPALES",04/11/2024
TRUE,24673,REFORMA AL NUMERAL 183 DE LA CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA DE COSTA RICA,04/11/2024
FALSE,24674,AUTORIZACIÓN AL INSTITUTO DE DESARROLLO RURAL (INDER) Y AL SISTEMA NACIONAL DE ÁREAS CONSERVACIÓN (SINAC) PARA QUE DONEN CUATRO FINCAS DE SU PROPIEDAD EN FAVOR DE LA COOPERATIVA COMERCIALIZADORA AGRÍCOLA DEL SUR (AGRICOOP R.L),04/11/2024
FALSE,24675,"REFORMA DE LOS ARTÍCULOS 3, 4 Y 7, Y ADICIÓN DE UN ARTÍCULO 9 A LA LEY N.º 10120, ACCIONES AFIRMATIVAS A FAVOR DE LAS PERSONAS AFRODESCENDIENTES, DEL 2 DE FEBRERO DE 2022",04/11/2024
FALSE,24676,LEY PARA LA RECUPERACIÓN SOSTENIBLE DE CRUCITAS Y LA CREACIÓN DEL POLO DE DESARROLLO DE LA REGIÓN HUETAR NORTE DE COSTA RICA,04/11/2024
FALSE,24677,"ADICION DE UN INCISO E) Y UN INCISO F) AL ARTÍCULO 174, DEL CÓDIGO MUNICIPAL, LEY N.º 7794, DEL 18 DE MAYO DE 1998",04/11/2024
FALSE,24678,CREACIÓN DEL DÍA NACIONAL DE LA MASCARADA TRADICIONAL Y LA CIMARRONA COSTARRICENSE,04/11/2024
FALSE,24679,CREACIÓN DE RÉGIMEN ESPECIAL DE INCENTIVOS A LAS ACTIVIDADES PRODUCTIVAS DE VALORIZACIÓN DE RESIDUOS (CONOCIDO COMO RÉGIMEN DE VALORIZACIÓN,04/11/2024
FALSE,24680,DECLARATORIA DE BENEMÉRITO DE LA PATRIA A EDUARDO MORA VALVERDE,05/11/2024
TRUE,24681,"REFORMA DEL ARTÍCULOS 8 DE LA LEY SOBRE EL DESARROLLO DE LA COMUNIDAD (DINADECO), LEY N°3859 DEL 07 DE ABRIL DE 1967. LEY QUE REFORMA LA COMPOSICIÓN DEL CONCEJO NACIONAL DE DESARROLLO DE LA COMUNIDAD",05/11/2024
FALSE,24682,LEY PARA SANCIONAR LA RECEPTACIÓN DE MERCANCIAS DE ALTO VALOR,06/11/2024
TRUE,24683,"CREACIÓN DE UN FIDEICOMISO PARA FINANCIAR EQUIPAMIENTO Y TECNOLOGÍA PARA EL OIJ, EL MINISTERIO PÚBLICO Y LA BENEMÉRITA CRUZ ROJA COSTARRICENSE",06/11/2024
FALSE,24684,"REFORMA DEL ARTÍCULO 8 DE LA LEY DE DESARROLLO DE LA COMUNIDAD, LEY N°3859 DEL 7 DE ABRIL DE 1967. LEY QUE REFORMA LA COMPOSICIÓN DEL CONCEJO NACIONAL DE DESARROLLO DE LA COMUNIDAD PARA FORTALECER LA INCIDENCIA DEL COMUNALISMO.",06/11/2024
FALSE,24685,"LEY PARA FORTALECER LA INICIATIVA POPULAR Y GARANTIZAR UNA PARTICIPACIÓN CIUDADANA EFECTIVA. REFORMA DE LOS ARTÍCULOS 5 Y 6 DE LA LEY DE INICIATIVA POPULAR, LEY N° 8491 DEL 9 DE MARZO DE 2006.",08/11/2024
TRUE,24686,PROTECCIÓN DEL CRITERIO TÉCNICO Y LA DIGNIDAD DE LA PERSONA FUNCIONARIA PÚBLICA,08/11/2024
FALSE,24687,AUTORIZACIÓN PARA QUE LA MUNICIPALIDAD DE HEREDIA PUEDA DONAR FONDOS A TEMPORALIDADES DE LA ARQUIDIOCESIS DE SAN JOSÉ PARA LA RESTAURACIÓN DE BIENES MUEBLES HISTÓRICOS DEL CANTÓN,12/11/2024
FALSE,24688,"DESAFECTACIÓN DE USO PÚBLICO Y AUTORIZACIÓN AL MINISTERIO DE EDUCACIÓN PÚBLICA PARA QUE DONE UN TERRENO DE SU PROPIEDAD A LA ASOCIACIÓN DE DESARROLLO INTEGRAL DE SAN JOSÉ DE AGUAS ZARCAS, SAN CARLOS, ALAJUELA",12/11/2024
FALSE,24689,"SEXTA MODIFICACIÓN LEGISLATIVA DE LA LEY 10.427, LEY DE PRESUPUESTO ORDINARIO Y EXTRAORDINARIO DE LA REPÚBLICA PARA EL EJERCICIO ECONÓMICO 2024, DE 4 DE DICIEMBRE DE 2023.",13/11/2024
FALSE,24690,"REFORMA DEL ARTÍCULO 373 DE LA LEY N.º 7594, CÓDIGO PROCESAL PENAL, DEL 01 DE ENERO DE 1998, Y SUS REFORMAS",13/11/2024
FALSE,24691,"REFORMA A LOS ARTÍCULOS 1,2, Y 6 DE LA LEY N°7372, LEY PARA FINANCIAMIENTO Y DESARROLLO DE EDUCACIÓN TECNICA PROFESIONAL, 22 DE NOVIEMBRE DE 1993",13/11/2024
FALSE,24692,"LEY PARA PRORROGAR LA VIGENCIA DE LOS INCENTIVOS Y PROMOCIÓN DEL TRANSPORTE ELÉCTRICO, ESTABLECIDOS EN LA LEY NO. 9518 DE 25 DE ENERO 2018",13/11/2024
FALSE,24693,RATIFICACIÓN O NO DEL SEÑOR MANUEL ANTONIO UREÑA CASTRO COMO INTEGRANTE DE LA JUNTA DIRECTIVA DE LA AUTORIDAD REGULADORA DE LOS SERVICIOS PÚBLICOS (ARESEP).,14/11/2024
FALSE,24694,"REFORMA A LOS ARTÍCULOS 16, 17, INCISO 5 Y ADICION DE UN NUEVO INCISO 7 AL ARTÍCULO 18 DE LA LEY ORGÁNICA DEL COLEGIO DE ABOGADOS Y ABOGADAS, N°13 DEL 28 DE OCTUBRE DE 1941 Y SUS REFORMAS",18/11/2'024
FALSE,24695,REFORMAS PARA PROHIBIR EL OCULTAMIENTO DEL ROSTRO EN MANIFESTACIONES O REUNIONES EN LAS VÍAS PÚBLICAS,18/11/2'024
FALSE,24696,RÉGIMEN ESPECIAL PARA LA OFICINA REGIONAL DE LA ALIANZA PARA LA INCLUSION FINANCIERA (AFI),18/11/2'024
FALSE,24697,"INVESTIGACION SOBRE EL DEBILITAMIENTO DE LA POLÍTICA DE SEGURIDAD PÚBLICA PARA EL FAVORECIMIENTO DE LA DELINCUENCIA ORGANIZADA, CON EL OBJETIVO DE ESTABLECER RESPONSABILIDADES POLÍTICAS Y ADMINISTRATIVAS DE LA ADMINISTRACIÓN CHAVES ROBLES.",18/11/2'024
FALSE,24698,"ADICCIÓN DE UN TRANSITORIO XII A LA LEY 9356, LEY ORGÁNICA DE LA JUNTA DE DESARROLLO REGIONAL DE LA ZONA SUR DE LA PROVINCIA DE PUNTARENAS (JUDESUR), DEL 30 DE ABRIL DEL 2020",18/11/2'024
FALSE,24699,"LEY PARA DOTAR DE RECURSOS INMEDIATOS PARA LA ATENCIÓN DE PRIMERA NECESIDAD DE LAS PERSONAS, INFRAESTRUCTURA Y SECTOR AGROPECUARIO, AFECTADAS POR HURACÁN RAFAEL, INESTABILIDAD ATMOSFÉRICA POR ZONA DE CONVERGENCIA INTERTROPICAL Y PASO DE ONDA TROPICAL N°45",19/11/2024
FALSE,24700,LEY PARA LA LIBRE ELECCIÓN DEL NOTARIO O NATARIA PÚBLICA POR PARTE DEL CONSUMIDOR FINANCIERO,19/11/2024
TRUE,24701,LEY PARA GARANTIZAR EL GIRO DE RECURSOS DEL IMPUESTO AL TABACO Y DEL IMPUESTO A DISPOSITIVOS ELECTRÓNICOS DE ADMINISTRACIÓN DE NICOTINA Y SIMILARES A LA CAJA COSTARRICENSE DE SEGURO SOCIAL,20/11/2024
TRUE,24702,DECLARATORIA DE INTERÉS PÚBLICO DE UNA ESTRATEGIA NACIONAL PARA LA DIVULGACIÓN DE LA CONVENCIÓN DE NACIONES UNIDAS SOBRE LOS DERECHOS DEL NIÑO Y LA NIÑA,21/11/2024
TRUE,24703,"LEY PARA GARANTIZAR LA ESTABILIDAD Y PROTECCIÓN DE LOS AGRICULTORES ANTE LOS DESASTRES NATURALES: REFORMAS A LA LEY NACIONAL DE EMERGENCIAS Y PREVENCIÓN DEL RIESGO (CNE), NO. 8488 DEL 29 DE NOVIEMBRE DE 2005, Y LEY DE FOMENTO A LA PRODUCCIÓN AGROPECUARIA, NO. 7064, DEL 29 DE NOVIEMBRE DE 2005",21/11/2024
TRUE,24704,LEY PARA LA ATENCIÓN INTEGRAL DE PERSONAS DAMNIFICADAS POR DESASTRES NATURALES O SINIESTROS,21/11/2024
FALSE,24705,"AUTORIZACIÓN AL MINISTERIO DE GOBERNACIÓN, POLICÍA Y SEGURIDAD PÚBLICA PARA QUE DONE AL MINISTERIO DE EDUCACIÓN PÚBLICA, UN INMUEBLE DE SU PROPIEDAD UBICADO EN EL PARTIDO DE GUANACASTE PARA USO Y AMPLIACIÓN DE LA ESCUELA NANDAYURE, UBICADA EN SAN PABLO DE NANDAYURE",21/11/2024
FALSE,24706,"DECLARATORIA DE INTERÉS PÚBLICO DE EXPO LIBERIA INTERNACIONAL, EXPO SAN CARLOS INTERNACIONAL, EXPO POCOCÍ, EXPO PÉREZ ZELEDÓN Y EXPO LECHE; QUE SE REALIZAN EN LOS CANTONES DE LIBERIA EN LA PROVINCIA DE GUANACASTE, SAN CARLOS EN LA PROVINCIA DE ALAJUELA, POCOCÍ EN LA PROVINCIA DE LIMÓN, PÉREZ ZELEDÓN EN LA PROVINCIA DE SAN JOSÉ Y PARAÍSO EN LA PROVINCIA DE CARTAGO",21/11/2024
FALSE,24707,LEY PARA LA EFICIENCIA DE LAS SOLICITUDES DE MODIFICACIONES PRESUPUESTARIAS DE LOS CONCEJOS MUNICIPALES DE DISTRITO,22/11/2024
FALSE,24708,LEY QUE REGULA LA PERIODICIDAD DE LAS DECLARACIONES ORDINARIAS Y EXTRAORDINARIAS ANTE EL REGISTRO DE TRANSPARENCIA Y BENEFICIARIOS FINALES EL BANCO CENTRAL DE COSTA RICA,22/11/2024
FALSE,24709,LEY DE IMPUESTOS DEL CANTÓN DE ALVARADO 2024,22/11/2024
FALSE,24710,LEY QUE MULTA ACROBACIAS Y MANIOBRAS NEGLIGENTES EN MOTOCICLETAS Y VEHÍCULOS AUTOMOTORES EN VÍAS PÚBLICAS TERRESTRES,22/11/2024
FALSE,24711,LEY QUE CREA ESPACIOS CARDIOPROTEGIDOS,22/11/2024
FALSE,24712,REFORMA A LA LEY N° 9329 LEY ESPECIAL PARA LA TRANSFERENCIA DE COMPETENCIAS: ATENCIÓN PLENA Y EXCLUSIVA DE LA RED VIAL CANTONAL Y A LA LEY N° 8114 LEY DE SIMPLIFICACIÓN Y EFICIENCIA TRIBUTARIAS,22/11/2024
FALSE,24713,LEY ESPECIAL PARA PERMITIR LA INVERSIÓN DEL MINISTERIO DE EDUCACIÓN PÚBLICA EN LOS CENTROS EDUCATIVOS QUE SE ENCUENTRAN UBICADOS DENTRO DE LAS AREAS SILVESTRES PROTEGIDAS DEL TERRITORIO NACIONAL,22/11/2024
FALSE,24714,"REFORMA DEL ARTÍCULO 154 DE LA LEY N.º 7794, CÓDIGO MUNICIPAL, DE 30 DE ABRIL DE 1998, Y SUS REFORMAS",22/11/2024
FALSE,24715,"REFORMA Y ADICIÓN DE NUEVOS ARTÍCULOS A LA LEY MARCO DEL CONTRATO DE FACTOREO, LEY NO. 9691 DEL TRES DE JUNIO DE 2019 Y SUS REFORMAS",26/11/2024
FALSE,24716,"LEY PARA LA PROMOCIÓN DEL SEGURO AGROPECUARIO DE RIESGOS PARA ACTIVIDADES AGRÍCOLAS, PECUARIAS, PESQUERAS, ACUÍCOLAS, DE MARICULTURA Y FORESTALES",26/11/2024
FALSE,24717,"LEY PARA REGULAR LA EXPLORACIÓN Y EXPLOTACIÓN DE MINERÍA METÁLICA SOSTENIBLE A CIELO ABIERTO EN EL DISTRITO DE CUTRIS DE SAN CARLOS, PROVINCIA DE ALAJUELA Y REFORMA PARCIAL AL CÓDIGO DE MINERÍA, LEY NO. 6797 DEL 04 DE OCTUBRE DE 1982",26/11/2024
FALSE,24718,LEY PARA REGULAR LAS COMUNIDADES ESTABLECIDAS EN EL REFUGIO NACIONAL DE VIDA SILVESTRE CORREDOR FRONTERIZO NORTE,26/11/2024
TRUE,24719,CIERRE DEL MINISTERIO DE GOBERNACIÓN Y POLICÍA DE COSTA RICA Y REORDENAMIENTO DE SUS COMPETENCIAS DESCONCENTRADAS,26/11/2024
FALSE,24720,LEY PARA LA REINCORPORACIÓN DE LOS ENLACES MUNICIPALES EN LOS COMITÉS DE LA PERSONA JOVEN. ADICIÓN DE UN NUEVO PÁRRAFO AL ARTÍCULO 24 DE LA LEY GENERAL DE LA PERSONA JOVEN Nº 8261 DEL 2 DE MAYO DE 2002 Y SUS REFORMAS,26/11/2024
FALSE,24721,MECANISMO ELECTRÓNICO DE SEGUIMIENTO EN MATERIA DE VIOLENCIA DOMÉSTICA,26/11/2024
FALSE,24722,"REFORMA AL CÓDIGO DE MINERÍA, LEY N°6797 DEL 4 DE OCTUBRE DE 1982. LEY PARA INTEGRAR EL CONCEPTO DE CAUDALES ECOLÓGICOS PARA GARANTIZAR LA PROTECCIÓN EFECTIVA DE LAS COMUNIDADES, LAS FUENTES DE AGUA Y LA BIODIVERSIDAD FRENTE A ACTIVIDADES MINERAS EXCESIVAS Y DESPROPORCIONADAS EN LOS CAUCES DE LOS RÍOS.",28/11/2024
FALSE,24723,"INTERPRETACIÓN AUTÉNTICA DEL ARTÍCULO 32 DE LA LEY N° 8634 DEL 23 DE ABRIL DE 2007 LEY SISTEMA DE BANCA PARA EL DESARROLLO, PARA PROTEGER LA SUFICIENCIA PATRIMONIAL DE LOS BANCOS ESTATALES",28/11/2024
TRUE,24724,"IMPEDIMENTO AL MINISTERIO DE HACIENDA PARA EL COBRO ABUSIVO DEL IMPUESTO SOBRE LA PROPIEDAD DE VEHÍCULOS AUTOMOTORES, AERONAVES Y EMBARCACIONES",28/11/2024
FALSE,24725,REFORMA DE LOS ARTÍCULO 40 Y 52 DE LA LEY GENERAL DE SALUD Nº 5395 DE 30 DE OCTUBRE DE 1973 PARA CONSIDERAR A LA EN PSICOLOGÍA Y CUALQUIERA DE SUS ESPECIALIDADES COMO UNA CIENCIA DE LA SALUD.,28/11/2024
FALSE,24726,DECLARACIÓN DE LA CIUDADANÍA DE HONOR PARA WILBURG JIMENEZ CASTRO,28/11/2024
TRUE,24727,"LEY PARA EL FORTALECIMIENTO DEL RÉGIMEN DE INVALIDEZ, VEJEZ Y MUERTE",28/11/2024
FALSE,24728,LEY SELLO VIOLETA,28/11/2024
FALSE,24729,LEY DE ALIVIO TRIBUTARIO PARA MUJERES JEFAS DE HOGAR,28/11/2024
FALSE,24730,LEY PARA FORTALECER LA PARTICIPACIÓN DE LAS MUJERES EN EL COOPERATIVISMO,28/11/2024
FALSE,24731,"DESAFECTACIÓN DE USO PÚBLICO Y AUTORIZACIÓN AL INSTITUTO DE DESARROLLO RURAL PARA QUE SEGREGUE Y DONE TERRENOS DE SU PROPIEDAD A LA ASOCIACIÓN DE DESARROLLO INTEGRAL DE MONTE LIRIO DE SAN GERARDO DE RÍO CUARTO, ALAJUELA",28/11/2024
FALSE,24732,ELECCIÓN DE MAGISTRADOS O MAGISTRADAS SUPLENTES DE LA SALA SEGUNDA DE LA CORTE SUPREMA DE JUSTICIA,28/11/2024
FALSE,24733,RATIFICACIÓN O NO DEL SEÑOR JUAN ANDRÉS ROBALINO HERRERA COMO MIEMBRO DE LA JUNTA DIRECTIVA DEL BANCO CENTRAL DE COSTA RICA,29/11/2024
FALSE,24734,"CRÉASE EL ARTÍCULO 236 BIS Y REFÓRMESE EL ARTÍCUL 422 DE LA LEY Nº 7594 DEL 10 DE ABRIL DE 1996, CÓDIGO PROCESAL PENAL Y SUS REFORMAS",29/11/2024
FALSE,24735,"PERMISO PARA EL ATRAQUE, PERMANENCIA EN PUERTO Y DESEMBARQUE DE LAS TRIPULACIONES DE LAS EMBARCACIONES DEL GOBIERNO DE LOS ESTADOS UNIDOS DE AMÉRICA, QUE ESTARÁN DESARROLLANDO OPERACIONES ANTINARCÓTICOS EN APOYO AL SERVICIO NACIONAL DE GUARDACOSTAS Y DEMÁS AUTORIDADES DEL PAÍS, DEL 01 DE ENERO AL 31 DE DICIEMBRE DE 2025",03/12/2024
FALSE,24736,"REFORMA DE LOS ARTÍCULOS 12, 13, 31, 50, 60 Y 199 DE LA LEY 8, LEY ORGÁNICA DEL PODER JUDICIAL",03/12/2024
FALSE,24737,"REFORMA DE LOS ARTÍCULOS 1 Y 2 DE LA LEY DE PENSIÓN VITALICIA PARA PERSONAS QUE PADECEN PARÁLISIS CEREBRAL PROFUNDA, LEY 7125, DEL 24 DE ENERO DE 1989",04/12/2024
FALSE,24738,"REFORMA DEL ARTÍCULO 46 DE LA LEY NACIONAL DE EMERGENCIAS Y PREVENCIÓN DEL RIESGO, PARA ESTABLECER UN FINANCIAMIENTO PERMANENTE A LAS REDES DE MONITOREO GEODINÁMICO Y METEOROLÓGICO",04/12/2024
FALSE,24739,LEY PARA LA PROHIBICIÓN DE LA MINERÍA MARINA EN COSTA RICA,04/12/2024
FALSE,24740,LEY DE MODIFICACIÓN DE LOS ARTÍCULOS 2 Y 3 DE LA LEY N°9751 DEL 29 DE OCTUBRE DE 2019 PARA INTRODUCIR EL CONVENIO PARA EVITAR LA DOBLE IMPOSICIÓN DE COSTA RICA CON EMIRATOS ÁRABES UNIDOS COMO CONVENIO CUBIERTO,04/12/2024
FALSE,24741,"LEY CONTRA LA PROMOCIÓN, CONSTITUCIÓN, ORGANIZACIÓN, COORDINACIÓN O DIRECCIÓN DE ORGANIZACIONES CRIMINALES Y SUS ACTIVIDADES ILÍCITAS DERIVADAS: ADICIÓN DE UN NUEVO INCISO 12 AL ARTÍCULO 112, ADICIÓN NUEVO ARTÍCULO 280 BIS Y REFORMA DEL ARTÍCULO 281 DEL CÓDIGO PENAL, LEY N.4573 DE 04 DE MAYO DE 1970, Y SUS REFORMAS",04/12/2024
FALSE,24742,LEY PARA EL EJERCICIO DE LA LIBERTAD DE AFILIACIÓN A LA CAJA DE ANDE,04/12/2024
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
FALSE,,,
